	country	year_1960	year_1961	year_1962	year_1963	year_1964	year_1965	year_1966	year_1967	year_1968	year_1969	year_1970	year_1971	year_1972	year_1973	year_1974	year_1975	year_1976	year_1977	year_1978	year_1979	year_1980	year_1981	year_1982	year_1983	year_1984	year_1985	year_1986	year_1987	year_1988	year_1989	year_1990	year_1991	year_1992	year_1993	year_1994	year_1995	year_1996	year_1997	year_1998	year_1999	year_2000	year_2001	year_2002	year_2003	year_2004	year_2005	year_2006	year_2007	year_2008	year_2009	year_2010	year_2011	year_2012	year_2013	year_2014	year_2015	year_2016	year_2017	year_2018	year_2019	year_2020
168	Serbia	6608000.0	6655000.0	6696000.0	6732000.0	6765000.0	6794000.0	6841000.0	6880000.0	6915000.0	6945000.0	6972000.0	7013000.0	7053000.0	7091000.0	7128000.0	7163000.0	7214000.0	7258000.0	7297000.0	7332000.0	7362000.0	7405000.0	7440000.0	7468000.0	7489000.0	7504000.0	7536000.0	7558000.0	7572000.0	7581000.0	7586000	7595636	7646424.0	7699307.0	7734639.0	7625357	7617794	7596501	7567745	7540401	7516346	7503433	7496522	7480591	7463157	7440769	7411569	7381579	7350222	7320807	7291436	7234099	7199077.0	7164132.0	7130576.0	7095383.0	7058322.0	7020858.0	6982604.0	6945235.0	6908224.0
169	Seychelles	41700.0	42889.0	44042.0	45176.0	46322.0	47500.0	48699.0	49911.0	51134.0	52365.0	53600.0	54695.0	56029.0	56892.0	57937.0	59292.0	60504.0	61786.0	62150.0	62686.0	63261.0	64035.0	64413.0	64335.0	64717.0	65244.0	65652.0	68499.0	68755.0	69167.0	69507	70439	70763.0	72253.0	74205.0	75304	76417	77319	78846	80410	81131	81202	83723	82781	82475	82858	84600	85033	86956	87298	89770	87441	88303.0	89949.0	91359.0	93419.0	94677.0	95843.0	96762.0	97625.0	98462.0
170	Sierra Leone	2317638.0	2352370.0	2388759.0	2426864.0	2466671.0	2508226.0	2551580.0	2596798.0	2644011.0	2693344.0	2744890.0	2798727.0	2854866.0	2913347.0	2974105.0	3037158.0	3102595.0	3170503.0	3240841.0	3313506.0	3388494.0	3464113.0	3540164.0	3619854.0	3707513.0	3805304.0	3916685.0	4038154.0	4156636.0	4254434.0	4319763	4348663	4347727.0	4328965.0	4309780.0	4303953	4312660	4335295	4381484	4462374	4584570	4754069	4965770	5201074	5433995	5645629	5829240	5989641	6133599	6272735	6415636	6563238	6712586.0	6863975.0	7017153.0	7171909.0	7328846.0	7488427.0	7650149.0	7813207.0	7976985.0
171	Singapore	1646400.0	1702400.0	1750200.0	1795000.0	1841600.0	1886900.0	1934400.0	1977600.0	2012000.0	2042500.0	2074507.0	2112900.0	2152400.0	2193000.0	2229800.0	2262600.0	2293300.0	2325300.0	2353600.0	2383500.0	2413945.0	2532835.0	2646466.0	2681061.0	2732221.0	2735957.0	2733373.0	2774789.0	2846108.0	2930901.0	3047132	3135083	3230698.0	3313471.0	3419048.0	3524506	3670704	3796038	3927213	3958723	4027887	4138012	4175950	4114826	4166664	4265762	4401365	4588599	4839396	4987573	5076732	5183688	5312437.0	5399162.0	5469724.0	5535002.0	5607283.0	5612253.0	5638676.0	5703569.0	5685807.0
172	Sint Maarten (Dutch part)	2833.0	3077.0	3367.0	3703.0	4063.0	4460.0	4895.0	5362.0	5857.0	6354.0	6854.0	7372.0	7892.0	8429.0	8977.0	9556.0	10147.0	10791.0	11481.0	12244.0	13097.0	14030.0	15032.0	16175.0	17517.0	19127.0	21028.0	23157.0	25334.0	27280.0	28814	29852	30458.0	30765.0	30950.0	31164	31434	31731	31240	31084	30519	30600	30777	31472	32488	33011	33441	33811	33964	34238	34056	33435	34640.0	36607.0	37685.0	38825.0	39969.0	40574.0	40654.0	40733.0	40812.0
173	Slovak Republic	4068095.0	4191667.0	4238188.0	4282017.0	4327341.0	4370983.0	4411666.0	4449367.0	4483915.0	4518607.0	4538223.0	4557449.0	4596622.0	4641445.0	4689623.0	4739105.0	4789507.0	4840501.0	4890125.0	4938973.0	4979815.0	5016105.0	5055099.0	5091971.0	5127097.0	5161768.0	5193838.0	5222840.0	5250596.0	5275942.0	5299187	5303294	5305016.0	5325305.0	5346331.0	5361999	5373361	5383291	5390516	5396020	5388720	5378867	5376912	5373374	5372280	5372807	5373054	5374622	5379233	5386406	5391428	5398384	5407579.0	5413393.0	5418649.0	5423801.0	5430798.0	5439232.0	5446771.0	5454147.0	5458827.0
174	Slovenia	1584720.0	1594131.0	1603649.0	1616971.0	1632114.0	1649160.0	1669905.0	1689528.0	1704546.0	1713874.0	1724891.0	1738335.0	1752233.0	1766697.0	1776132.0	1793581.0	1820249.0	1842377.0	1862548.0	1882599.0	1901315.0	1906531.0	1910334.0	1922321.0	1932154.0	1941641.0	1965964.0	1989776.0	1995196.0	1996351.0	1998161	1999429	1996498.0	1991746.0	1989443.0	1989872	1988628	1985956	1981629	1983045	1988925	1992060	1994530	1995733	1997012	2000474	2006868	2018122	2021316	2039669	2048583	2052843	2057159.0	2059953.0	2061980.0	2063531.0	2065042.0	2066388.0	2073894.0	2088385.0	2100126.0
175	Solomon Islands	117847.0	121385.0	125040.0	128838.0	132766.0	136815.0	140995.0	145319.0	149887.0	154830.0	160240.0	166163.0	172550.0	179306.0	186297.0	193401.0	200602.0	207885.0	215299.0	222841.0	230550.0	238423.0	246451.0	254566.0	262691.0	270787.0	278834.0	286871.0	294976.0	303272.0	311869	320781	330004.0	339501.0	349273.0	359276	369517	379998	390702	401592	412665	423949	435434	447016	458549	469918	481086	492133	503366	515182	527861	541522	556066.0	571329.0	587079.0	603133.0	619438.0	636030.0	652856.0	669821.0	686878.0
176	Somalia	2755967.0	2814125.0	2874215.0	2936478.0	3001160.0	3068465.0	3143654.0	3227835.0	3312735.0	3386736.0	3444569.0	3472357.0	3479792.0	3512626.0	3632986.0	3880285.0	4278974.0	4802134.0	5375018.0	5892763.0	6281138.0	6511115.0	6608040.0	6618594.0	6614713.0	6648628.0	6736751.0	6862267.0	7005226.0	7133263.0	7225089	7274026	7295380.0	7315864.0	7372592.0	7491647	7682683	7936122	8235064	8553595	8872250	9186719	9501335	9815412	10130251	10446856	10763904	11080122	11397188	11717691	12043886	12376305	12715487.0	13063711.0	13423571.0	13797204.0	14185635.0	14589165.0	15008225.0	15442906.0	15893219.0
177	South Africa	17099836.0	17524533.0	17965733.0	18423157.0	18896303.0	19384838.0	19888259.0	20406863.0	20942147.0	21496075.0	22069783.0	22665265.0	23281517.0	23913090.0	24552540.0	25195184.0	25836890.0	26480915.0	27138966.0	27827325.0	28556771.0	29333095.0	30150448.0	30993762.0	31841588.0	32678876.0	33495956.0	34297727.0	35100905.0	35930056.0	36800507	37718952	38672611.0	39633754.0	40564061.0	41435761	42241007	42987456	43682259	44338551	44967713	45571272	46150913	46719203	47291610	47880595	48489464	49119766	49779472	50477013	51216967	52003759	52832659.0	53687125.0	54544184.0	55386369.0	56207649.0	57009751.0	57792520.0	58558267.0	59308690.0
178	South Sudan	2842718.0	2895609.0	2951041.0	3009061.0	3069735.0	3133155.0	3199348.0	3268392.0	3340426.0	3415572.0	3494011.0	3575896.0	3661442.0	3750780.0	3844094.0	3941613.0	4041792.0	4144552.0	4253085.0	4371711.0	4502603.0	4646478.0	4799435.0	4953154.0	5096478.0	5220748.0	5328167.0	5419808.0	5485288.0	5511582.0	5492620	5420179	5305449.0	5185712.0	5111371.0	5118084	5221925	5411653	5661934	5933884	6199396	6447791	6688225	6935665	7213354	7535931	7907407	8315144	8736932	9142258	9508372	9830695	10113648.0	10355030.0	10554882.0	10715657.0	10832520.0	10910774.0	10975924.0	11062114.0	11193729.0
179	Spain	30455000.0	30739250.0	31023366.0	31296651.0	31609195.0	31954292.0	32283194.0	32682947.0	33113134.0	33441054.0	33814531.0	34224490.0	34604469.0	34988947.0	35373335.0	35757900.0	36137812.0	36511638.0	36864898.0	37191330.0	37491165.0	37758631.0	37986012.0	38171525.0	38330364.0	38469512.0	38584624.0	38684815.0	38766939.0	38827764.0	38867322	38966376	39157685.0	39361262.0	39549108.0	39724050	39889852	40057389	40223509	40386875	40567864	40850412	41431558	42187645	42921895	43653155	44397319	45226803	45954106	46362946	46576897	46742697	46773055.0	46620045.0	46480882.0	46444832.0	46484062.0	46593236.0	46797754.0	47133521.0	47351567.0
180	Sri Lanka	9874476.0	10111639.0	10352180.0	10597516.0	10849977.0	11110825.0	11380665.0	11657650.0	11937607.0	12214948.0	12485736.0	12747831.0	13002234.0	13252033.0	13501931.0	13755141.0	14012894.0	14273495.0	14533691.0	14788866.0	15035840.0	15272822.0	15501210.0	15724641.0	15948501.0	16176282.0	16408861.0	16643956.0	16878186.0	17106752.0	17325769	17535732	17736827.0	17924827.0	18094474.0	18242917	18367290	18470897	18564595	18663293	18777606	18911727	19062476	19224036	19387153	19544988	19695977	19842044	19983984	20123508	20261738	20398496	20425000.0	20585000.0	20778000.0	20970000.0	21203000.0	21444000.0	21670000.0	21803000.0	21919000.0
181	St. Kitts and Nevis	51199.0	51196.0	50961.0	50529.0	49928.0	49209.0	48351.0	47388.0	46399.0	45529.0	44878.0	44489.0	44318.0	44304.0	44322.0	44271.0	44140.0	43944.0	43703.0	43452.0	43201.0	42963.0	42733.0	42477.0	42198.0	41874.0	41479.0	41041.0	40633.0	40354.0	40260	40381	40691.0	41141.0	41618.0	42077	42472	42857	43225	43622	44083	44602	45168	45749	46323	46852	47333	47769	48178	48599	49011	49442	49881.0	50328.0	50776.0	51204.0	51629.0	52036.0	52438.0	52834.0	53192.0
182	St. Lucia	89698.0	90718.0	91892.0	93214.0	94637.0	96138.0	97721.0	99370.0	101028.0	102599.0	104016.0	105244.0	106303.0	107311.0	108389.0	109634.0	111074.0	112685.0	114398.0	116148.0	117828.0	119435.0	120987.0	122571.0	124296.0	126246.0	128448.0	130868.0	133364.0	135787.0	138019	140001	141758.0	143402.0	145080.0	146871	148837	150920	153023	154988	156737	158184	159392	160530	161821	163408	165378	167644	170011	172223	174092	175538	176654.0	177505.0	178307.0	179131.0	180028.0	180955.0	181890.0	182795.0	183629.0
183	St. Martin (French part)	3898.0	3996.0	4078.0	4179.0	4302.0	4471.0	4675.0	4922.0	5194.0	5461.0	5707.0	5945.0	6156.0	6370.0	6601.0	6882.0	7250.0	7713.0	8191.0	8557.0	8777.0	8675.0	8372.0	8296.0	9067.0	11066.0	14561.0	19274.0	24374.0	28723.0	31522	32441	31816.0	30194.0	28482.0	27320	26854	26910	27388	28122	28935	29847	30913	32055	33187	34252	35240	36138	36880	37380	37582	37451	37012.0	36458.0	36018.0	35865.0	36061.0	36569.0	37264.0	38002.0	38659.0
184	St. Vincent and the Grenadines	80970.0	82168.0	83239.0	84200.0	85117.0	86009.0	86907.0	87779.0	88663.0	89565.0	90501.0	91490.0	92511.0	93559.0	94618.0	95665.0	96694.0	97708.0	98688.0	99649.0	100566.0	101439.0	102255.0	103035.0	103776.0	104503.0	105217.0	105905.0	106533.0	107071.0	107489	107772	107941.0	108036.0	108059.0	108043	107983	107895	107807	107763	107787	107893	108095	108322	108520	108617	108602	108516	108401	108293	108260	108315	108435.0	108624.0	108868.0	109135.0	109467.0	109826.0	110210.0	110593.0	110947.0
185	Sudan	7544498.0	7769475.0	8004122.0	8248818.0	8503989.0	8770094.0	9047803.0	9337662.0	9639846.0	9954411.0	10281695.0	10621471.0	10974626.0	11343923.0	11732957.0	12144128.0	12578398.0	13034631.0	13510429.0	14002302.0	14507466.0	15027254.0	15562129.0	16107613.0	16657956.0	17210182.0	17757494.0	18303430.0	18867559.0	19476653.0	20147592	20891442	21696240.0	22527837.0	23338465.0	24094741	24782384	25413912	26015518	26626512	27275019	27971077	28704786	29460517	30214189	30949514	31661824	32360619	33060844	33783779	34545014	35349676	36193781.0	37072555.0	37977657.0	38902948.0	39847433.0	40813398.0	41801532.0	42813237.0	43849269.0
186	Suriname	287870.0	295913.0	303894.0	311945.0	320267.0	328939.0	338155.0	347673.0	356551.0	363574.0	367926.0	369230.0	367907.0	364907.0	361665.0	359234.0	357949.0	357649.0	358103.0	358826.0	359531.0	360144.0	360927.0	362282.0	364722.0	368636.0	374133.0	381033.0	388877.0	397082.0	405169	413009	420658.0	428028.0	435099.0	441851	448207	454165	459838	465380	470944	476574	482228	487938	493680	499461	505292	511181	517122	523113	529126	535177	541247.0	547295.0	553278.0	559136.0	564883.0	570501.0	575987.0	581363.0	586634.0
187	Sweden	7484656.0	7519998.0	7561588.0	7604328.0	7661354.0	7733853.0	7807797.0	7867931.0	7912273.0	7968072.0	8042801.0	8098334.0	8122300.0	8136312.0	8159955.0	8192437.0	8222286.0	8251540.0	8275599.0	8293678.0	8310531.0	8320503.0	8325263.0	8329033.0	8336605.0	8350386.0	8369829.0	8397804.0	8436489.0	8492964.0	8558835	8617375	8668067.0	8718561.0	8780745.0	8826939	8840998	8846062	8850974	8857874	8872109	8895960	8924958	8958229	8993531	9029572	9080505	9148092	9219637	9298515	9378126	9449213	9519374.0	9600379.0	9696110.0	9799186.0	9923085.0	10057698.0	10175214.0	10278887.0	10353442.0
188	Switzerland	5327827.0	5434294.0	5573815.0	5694247.0	5789228.0	5856472.0	5918002.0	5991785.0	6067714.0	6136387.0	6180877.0	6213399.0	6260956.0	6307347.0	6341405.0	6338632.0	6302504.0	6281174.0	6281738.0	6294365.0	6319408.0	6354074.0	6391309.0	6418773.0	6441865.0	6470365.0	6504124.0	6545106.0	6593386.0	6646912.0	6715519	6799978	6875364.0	6938265.0	6993795.0	7040687	7071850	7088906	7110001	7143991	7184250	7229854	7284753	7339001	7389625	7437115	7483934	7551117	7647675	7743831	7824909	7912398	7996861.0	8089346.0	8188649.0	8282396.0	8373338.0	8451840.0	8514329.0	8575280.0	8636896.0
189	Syrian Arab Republic	4573514.0	4721893.0	4875429.0	5034639.0	5200341.0	5373137.0	5553247.0	5740702.0	5935850.0	6139054.0	6350544.0	6570859.0	6800148.0	7037860.0	7283181.0	7535715.0	7794658.0	8060652.0	8336421.0	8625693.0	8930776.0	9252854.0	9590226.0	9938852.0	10293048.0	10648633.0	11004273.0	11360848.0	11719064.0	12080439.0	12446168	12815400	13187669.0	13565074.0	13950486.0	14345491	14754148	15175308	15599588	16013992	16410847	16766555	17084628	17415214	17827827	18361178	19059257	19878257	20664037	21205873	21362541	21081814	20438861.0	19578466.0	18710711.0	17997411.0	17465567.0	17095669.0	16945062.0	17070132.0	17500657.0
190	Tajikistan	2087053.0	2159134.0	2236564.0	2318252.0	2402473.0	2487975.0	2574506.0	2662257.0	2750932.0	2840265.0	2930108.0	3020419.0	3111284.0	3203035.0	3296092.0	3390941.0	3487658.0	3586516.0	3688411.0	3794457.0	3905443.0	4020818.0	4140297.0	4265278.0	4397563.0	4537820.0	4687328.0	4843997.0	5001172.0	5149872.0	5283811	5400636	5502490.0	5593317.0	5679169.0	5764806	5851354	5938404	6027395	6119664	6216329	6318510	6426861	6541550	6662391	6789318	6922590	7062667	7209924	7364752	7527397	7697507	7874838.0	8059782.0	8252828.0	8454019.0	8663575.0	8880270.0	9100847.0	9321023.0	9537642.0
191	Tanzania	10052151.0	10346695.0	10651954.0	10968196.0	11295675.0	11634837.0	11985442.0	12348188.0	12725519.0	13120587.0	13535487.0	13971698.0	14428340.0	14902271.0	15388933.0	15885228.0	16390161.0	16905222.0	17432756.0	17976219.0	18538263.0	19120683.0	19723317.0	20344550.0	20981775.0	21633799.0	22296282.0	22971208.0	23670807.0	24411744.0	25203848	26056605	26961204.0	27887204.0	28792649.0	29649128	30444523	31192853	31924201	32682240	33499177	34385849	35334790	36337778	37379766	38450323	39548666	40681416	41853944	43073830	44346532	45673520	47053033.0	48483132.0	49960563.0	51482638.0	53049231.0	54660345.0	56313444.0	58005461.0	59734213.0
192	Thailand	27397208.0	28224186.0	29080945.0	29966873.0	30881136.0	31822656.0	32789129.0	33778804.0	34791418.0	35827089.0	36884525.0	37963280.0	39058594.0	40159581.0	41252320.0	42326307.0	43377270.0	44405903.0	45413082.0	46401750.0	47374463.0	48326269.0	49255889.0	50173922.0	51094870.0	52026901.0	52980105.0	53945872.0	54891520.0	55772169.0	56558196	57232471	57811025.0	58337773.0	58875275.0	59467272	60130190	60846588	61585103	62298569	62952639	63539190	64069093	64549867	64995303	65416189	65812540	66182064	66530980	66866834	67195032	67518379	67835969.0	68144519.0	68438748.0	68714519.0	68971313.0	69209817.0	69428454.0	69625581.0	69799978.0
193	Timor-Leste	474535.0	482852.0	491575.0	500652.0	510035.0	519676.0	529328.0	538906.0	548817.0	559620.0	571565.0	585250.0	600185.0	614264.0	624561.0	629227.0	627255.0	619817.0	610048.0	602363.0	599907.0	603837.0	613233.0	626677.0	641845.0	657061.0	671747.0	686475.0	701812.0	718736.0	737814	759526	783204.0	806867.0	827828.0	844333	855358	861870	866523	873138	884366	901214	922699	947110	971889	995130	1016437	1036388	1055428	1074286	1093517	1113154	1133002.0	1153288.0	1174333.0	1196294.0	1219289.0	1243260.0	1267975.0	1293120.0	1318442.0
194	Togo	1580508.0	1597523.0	1612761.0	1631758.0	1662073.0	1708631.0	1774020.0	1855450.0	1945777.0	2034902.0	2115522.0	2185667.0	2247578.0	2303344.0	2356620.0	2410451.0	2464424.0	2518454.0	2576293.0	2642693.0	2720835.0	2812312.0	2915618.0	3026980.0	3140840.0	3252997.0	3363040.0	3471738.0	3577469.0	3678567.0	3774310	3862998	3945902.0	4029044.0	4120615.0	4226293	4348808	4485945	4632451	4780455	4924406	5062571	5197040	5330629	5467770	5611643	5762881	5920360	6083417	6250840	6421674	6595939	6773807.0	6954721.0	7137997.0	7323162.0	7509952.0	7698476.0	7889095.0	8082359.0	8278737.0
195	Tonga	61574.0	63721.0	66233.0	68975.0	71744.0	74348.0	76774.0	79034.0	81076.0	82861.0	84344.0	85492.0	86327.0	86958.0	87584.0	88321.0	89228.0	90259.0	91336.0	92271.0	92966.0	93415.0	93636.0	93736.0	93793.0	93896.0	94081.0	94318.0	94592.0	94848.0	95069	95243	95398.0	95556.0	95739.0	95972	96267	96621	97036	97475	97962	98482	99023	99591	100214	100908	101714	102577	103384	103897	103981	103558	102736.0	101768.0	101023.0	100780.0	101143.0	102002.0	103199.0	104497.0	105697.0
196	Trinidad and Tobago	847973.0	864814.0	879436.0	891948.0	902620.0	911742.0	919218.0	925233.0	930792.0	937184.0	945357.0	955753.0	968136.0	982006.0	996479.0	1010934.0	1025104.0	1039210.0	1053560.0	1068644.0	1084743.0	1101983.0	1120019.0	1138071.0	1155083.0	1170296.0	1183382.0	1194532.0	1204150.0	1212858.0	1221121	1229108	1236685.0	1243605.0	1249527.0	1254200	1257547	1259838	1261699	1263927	1267159	1271627	1277210	1283564	1290115	1296497	1302552	1308450	1314449	1320921	1328144	1336180	1344814.0	1353708.0	1362337.0	1370332.0	1377563.0	1384060.0	1389841.0	1394969.0	1399491.0
197	Tunisia	4178235.0	4238141.0	4305477.0	4380074.0	4461111.0	4547941.0	4640995.0	4740526.0	4845220.0	4953379.0	5063805.0	5176290.0	5291335.0	5409338.0	5530978.0	5656912.0	5786482.0	5919958.0	6060158.0	6210756.0	6374040.0	6551232.0	6740520.0	6937332.0	7135265.0	7329590.0	7517854.0	7700733.0	7880333.0	8060211.0	8242509	8427851	8613855.0	8795934.0	8967916.0	9125400	9267335	9395119	9509862	9613587	9708347	9793915	9871261	9945282	10022278	10106778	10201211	10304729	10414425	10525691	10635245	10741872	10846993.0	10952949.0	11063195.0	11179951.0	11303942.0	11433438.0	11565203.0	11694721.0	11818618.0
198	Turkey	27472339.0	28146909.0	28832831.0	29531362.0	30244258.0	30972996.0	31717504.0	32477994.0	33256465.0	34055391.0	34876296.0	35720603.0	36587267.0	37472329.0	38370278.0	39277249.0	40189561.0	41108290.0	42039983.0	42994043.0	43975972.0	44988411.0	46025411.0	47073470.0	48114158.0	49133928.0	50128548.0	51100930.0	52053764.0	52992479.0	53921758	54840595	55748946.0	56653808.0	57564209.0	58486453	59423278	60372571	61329665	62287391	63240196	64192243	65145357	66089402	67010930	67903461	68756809	69581854	70418612	71321406	72326992	73443254	74651046.0	75925454.0	77229262.0	78529413.0	79827868.0	81116451.0	82340090.0	83429607.0	84339067.0
199	Turkmenistan	1603254.0	1658364.0	1715408.0	1773854.0	1833065.0	1892596.0	1952144.0	2011762.0	2071793.0	2132800.0	2195165.0	2258965.0	2324019.0	2390212.0	2457379.0	2525374.0	2594315.0	2664262.0	2734899.0	2805817.0	2876809.0	2947783.0	3019064.0	3091510.0	3166215.0	3244024.0	3324462.0	3407310.0	3493892.0	3585867.0	3683978	3789188	3899843.0	4010789.0	4115105.0	4207841	4287337	4355125	4413477	4466133	4516128	4564087	4610018	4655752	4703396	4754652	4810114	4870142	4935765	5007953	5087211	5174076	5267906.0	5366376.0	5466324.0	5565283.0	5662371.0	5757667.0	5850902.0	5942094.0	6031187.0
200	Turks and Caicos Islands	5825.0	5867.0	5884.0	5870.0	5851.0	5814.0	5783.0	5766.0	5746.0	5765.0	5837.0	5973.0	6156.0	6380.0	6610.0	6832.0	7020.0	7193.0	7380.0	7607.0	7894.0	8243.0	8654.0	9096.0	9556.0	9974.0	10365.0	10717.0	11091.0	11550.0	12115	12815	13639.0	14526.0	15399.0	16221	16930	17566	18228	19069	20171	21578	23230	25008	26709	28181	29394	30383	31200	31933	32658	33371	34067.0	34733.0	35371.0	35979.0	36558.0	37116.0	37667.0	38194.0	38718.0
201	Tuvalu	5321.0	5330.0	5340.0	5341.0	5354.0	5388.0	5435.0	5510.0	5598.0	5671.0	5740.0	5770.0	5786.0	5819.0	5903.0	6064.0	6319.0	6650.0	7018.0	7357.0	7631.0	7825.0	7951.0	8041.0	8110.0	8211.0	8341.0	8481.0	8637.0	8787.0	8910	9014	9110.0	9194.0	9259.0	9298	9317	9328	9332	9344	9392	9478	9593	9724	9871	9997	10118	10219	10315	10413	10521	10626	10744.0	10849.0	10973.0	11099.0	11232.0	11365.0	11505.0	11655.0	11792.0
202	Uganda	6767092.0	6983824.0	7215799.0	7461636.0	7719108.0	7986062.0	8263434.0	8550444.0	8841156.0	9127855.0	9405606.0	9671856.0	9929644.0	10186452.0	10453029.0	10737403.0	11042975.0	11368618.0	11712540.0	12071140.0	12442333.0	12825084.0	13221991.0	13638729.0	14082870.0	14559357.0	15070319.0	15612754.0	16180129.0	16763041.0	17354395	17953534	18561668.0	19175986.0	19793541.0	20413157	21032817	21655392	22290787	22952406	23650159	24388974	25167261	25980547	26821300	27684590	28571475	29486335	30431734	31411096	32428164	33476772	34558700.0	35694519.0	36911530.0	38225447.0	39649173.0	41166588.0	42729032.0	44269587.0	45741000.0
203	Ukraine	42664646.0	43206353.0	43752227.0	44288607.0	44796959.0	45264552.0	45684983.0	46063219.0	46411816.0	46749289.0	47088862.0	47435008.0	47783006.0	48125829.0	48452623.0	48755662.0	49032729.0	49287118.0	49523304.0	49747998.0	49965872.0	50221000.0	50384000.0	50564000.0	50754000.0	50917000.0	51097000.0	51293000.0	51521000.0	51773000.0	51891400	52000500	52150400.0	52179200.0	51921400.0	51512800	51057800	50594600	50144500	49674000	49176500	48662400	48202470	47812949	47451626	47105171	46787786	46509355	46258189	46053331	45870741	45706086	45593342.0	45489648.0	45272155.0	45154036.0	45004673.0	44831135.0	44622518.0	44386203.0	44134693.0
204	United Arab Emirates	92417.0	100801.0	112112.0	125130.0	138049.0	149855.0	159979.0	169768.0	182620.0	203103.0	234512.0	277463.0	330968.0	394625.0	467457.0	548295.0	637926.0	735347.0	835498.0	931752.0	1019507.0	1096602.0	1164816.0	1228457.0	1293970.0	1366165.0	1446386.0	1533526.0	1627068.0	1725676.0	1828437	1937159	2052892.0	2173135.0	2294377.0	2415099	2539121	2671361	2813214	2966029	3134067	3302722	3478769	3711931	4068577	4588222	5300172	6168846	7089486	7917368	8549998	8946778	9141598.0	9197908.0	9214182.0	9262896.0	9360975.0	9487206.0	9630966.0	9770526.0	9890400.0
205	United Kingdom	52400000.0	52800000.0	53250000.0	53650000.0	54000000.0	54348050.0	54648500.0	54943600.0	55211700.0	55441750.0	55663250.0	55896223.0	56086065.0	56194527.0	56229974.0	56225800.0	56211968.0	56193492.0	56196504.0	56246951.0	56314216.0	56333829.0	56313641.0	56332848.0	56422072.0	56550268.0	56681396.0	56802050.0	56928327.0	57076711.0	57247586	57424897	57580402.0	57718614.0	57865745.0	58019030	58166950	58316954	58487141	58682466	58892514	59119673	59370479	59647577	59987905	60401206	60846820	61322463	61806995	62276270	62766365	63258810	63700215.0	64128273.0	64602298.0	65116219.0	65611593.0	66058859.0	66460344.0	66836327.0	67215293.0
206	United States	180671000.0	183691000.0	186538000.0	189242000.0	191889000.0	194303000.0	196560000.0	198712000.0	200706000.0	202677000.0	205052000.0	207661000.0	209896000.0	211909000.0	213854000.0	215973000.0	218035000.0	220239000.0	222585000.0	225055000.0	227225000.0	229466000.0	231664000.0	233792000.0	235825000.0	237924000.0	240133000.0	242289000.0	244499000.0	246819000.0	249623000	252981000	256514000.0	259919000.0	263126000.0	266278000	269394000	272657000	275854000	279040000	282162411	284968955	287625193	290107933	292805298	295516599	298379912	301231207	304093966	306771529	309327143	311583481	313877662.0	316059947.0	318386329.0	320738994.0	323071755.0	325122128.0	326838199.0	328329953.0	329484123.0
207	Uruguay	2538648.0	2571682.0	2603883.0	2635125.0	2665383.0	2694537.0	2722871.0	2750091.0	2774761.0	2795037.0	2809799.0	2818283.0	2821458.0	2822112.0	2824095.0	2830172.0	2841371.0	2856958.0	2875724.0	2895683.0	2915389.0	2934624.0	2953852.0	2973048.0	2992250.0	3011519.0	3030651.0	3049581.0	3068714.0	3088603.0	3109598	3131657	3154459.0	3177734.0	3201149.0	3224275	3247383	3270158	3291053	3308005	3319734	3325471	3326046	3323661	3321486	3321799	3325403	3331753	3340221	3349676	3359273	3368926	3378975.0	3389436.0	3400439.0	3412013.0	3424139.0	3436645.0	3449290.0	3461731.0	3473727.0
208	Uzbekistan	8526299.0	8813619.0	9113629.0	9428906.0	9762819.0	10116870.0	10493441.0	10889499.0	11294666.0	11694843.0	12080311.0	12446444.0	12796982.0	13140797.0	13491114.0	13857469.0	14242766.0	14643881.0	15057226.0	15476928.0	15898760.0	16321692.0	16747428.0	17177663.0	17615037.0	18061283.0	18515579.0	18976411.0	19443890.0	19918119.0	20510000	20952000	21449000.0	21942000.0	22377000.0	22785000	23225000	23667000	24051000	24311650	24650400	24964450	25271850	25567650	25864350	26167000	26488250	26868000	27302800	27767400	28562400	29339400	29774500.0	30243200.0	30757700.0	31298900.0	31847900.0	32388600.0	32956100.0	33580350.0	34232050.0
209	Vanuatu	63689.0	65700.0	67793.0	69944.0	72116.0	74268.0	76392.0	78505.0	80653.0	82920.0	85374.0	88012.0	90802.0	93749.0	96773.0	99863.0	103002.0	106206.0	109397.0	112543.0	115598.0	118546.0	121398.0	124213.0	127058.0	129989.0	132988.0	136075.0	139319.0	142801.0	146575	150718	155176.0	159743.0	164128.0	168161	171721	174917	177987	181259	184964	189209	193927	198960	204123	209282	214379	219464	224700	230244	236216	242658	249505.0	256637.0	263888.0	271128.0	278326.0	285499.0	292675.0	299882.0	307150.0
210	Venezuela, RB	8141839.0	8439261.0	8742780.0	9052632.0	9369101.0	9692281.0	10022592.0	10359741.0	10702281.0	11048256.0	11396396.0	11745952.0	12097696.0	12453709.0	12816954.0	13189511.0	13572210.0	13964377.0	14364726.0	14771270.0	15182616.0	15597878.0	16017570.0	16443128.0	16876703.0	17319513.0	17772000.0	18232733.0	18698850.0	19166474.0	19632665	20096314	20557694.0	21016900.0	21474553.0	21931087	22385650	22837743	23288567	23739835	24192449	24646471	25100407	25551624	25996594	26432445	26850190	27247601	27635827	28031010	28439942	28887873	29360827.0	29781046.0	30042973.0	30081827.0	29851249.0	29402480.0	28887117.0	28515829.0	28435943.0
